,Name,Platform,Year_of_Release,Genre,Publisher,Developer,Rating
12134,Pro Yaky? Spirits 2014,PSV,2014.0,Sports,Konami Digital Entertainment,,
12135,Legend of Kay,PS4,2015.0,Action,Nordic Games,,
12136,Cartoon Network: Punch Time Explosion XL,PS3,2011.0,Fighting,Crave Entertainment,,
12137,DS Nishimura Kyotaro Suspense 2 Shin Tantei Series: Kanazawa Hakodate - Gokkan no Kyoukoku - Fukushuu no Kage,DS,2008.0,Adventure,Tecmo Koei,,
12138,The Book of Unwritten Tales 2,PS4,2015.0,Adventure,Nordic Games,KING Art,
12139,Ultimate Board Game Collection,PSP,2007.0,Misc,Xplosiv,Jack of All Games,E
12140,Mega Man X4,SAT,1997.0,Action,Capcom,,
12141,Jackass the Game DS,DS,2008.0,Action,Empire Interactive,,
12142,Jake Power: Handyman,DS,2008.0,Adventure,Ubisoft,Ubisoft,E
12143,My Dress-Up,DS,2008.0,Misc,Oxygen Interactive,Oxygen Interactive,E10+
12144,Power Pro GB,GB,1998.0,Sports,Konami Digital Entertainment,,
12145,Beat City,DS,2010.0,Misc,THQ,Universomo,E
12146,Sudoku Fever,GBA,2006.0,Puzzle,Take-Two Interactive,Global Star Software,E
12147,Inversion,PS3,2012.0,Shooter,Namco Bandai Games,Saber Interactive,M
12148,The Putter Golf,PS,2001.0,Sports,D3Publisher,,
12149,Ultimate Marvel vs. Capcom 3,X360,2011.0,Fighting,Capcom,Capcom,T
12150,The Powerpuff Girls: Relish Rampage,GC,2002.0,Action,BAM! Entertainment,VIS Entertainment,E
12151,Super Real Mahjong Graffiti,SAT,1995.0,Misc,Seta Corporation,,
12152,Future Card Buddy Fight: Yuujou no Bakunetsu Fight,3DS,2015.0,Action,FuRyu,,
12153,Ninja Warriors,SNES,1993.0,Action,Titus,,
12154,Army Men: RTS,GC,2004.0,Strategy,Global Star,Pandemic Studios,T
12155,Classic Action: Devilish,DS,2005.0,Misc,505 Games,Starfish,T
12156,Zettai Onkan Otoda Master,DS,2007.0,Role-Playing,Hudson Soft,,
12157,Assassin's Creed Chronicles,PSV,2016.0,Action,Ubisoft,Climax Studios,T
12158,Dragoneer's Aria,PSP,2007.0,Role-Playing,Tecmo Koei,Hit Maker,E10+
12159,Xbox Live Arcade Unplugged Volume 1,X360,2006.0,Misc,Microsoft Game Studios,,
12160,TigerShark,PS,1997.0,Simulation,GT Interactive,,
12161,Major League Baseball 2K10,PSP,2010.0,Sports,Take-Two Interactive,Visual Concepts,E
12162,Norse by Norsewest: The Return of the Lost Vikings,PS,1997.0,Action,Interplay,,
12163,N+,DS,2007.0,Platform,Atari,"Metanet Software Inc., SilverBirch Studios",E
12164,Titanic Mystery,DS,2010.0,Puzzle,PlayV,Purple Hills,T
12165,Backyard NFL Football '09,DS,2008.0,Sports,Atari,,
12166,Obscure,PS2,2004.0,Adventure,Microids,Hydravision,M
12167,Sega Soccer Slam,GC,2002.0,Sports,Sega,Black Box,E
12168,Katekyoo Hitman Reborn! DS: Fate of Heat - Hono no Unmei,DS,2008.0,Role-Playing,Takara Tomy,,
12169,Shin Lucky * Star: Moe Drill ~Tabidachi~,DS,2007.0,Action,Kadokawa Shoten,,
12170,DefCon 5,PS,1995.0,Shooter,Psygnosis,,
12171,Secret Service: Ultimate Sacrifice,PS2,2008.0,Action,Activision,,
12172,Transformer: Rise of the Dark Spark (3DS),3DS,2014.0,Role-Playing,Activision,,
12173,Deep Labyrinth,DS,2006.0,Action,505 Games,Interactive Brains,E10+
12174,Nichibeikan Pro Yakyuu: Final League,PS2,2002.0,Sports,SquareSoft,,
12175,Spawn: Armageddon,GC,2003.0,Action,Electronic Arts,Point of View,M
12176,God Hand,PS2,2006.0,Action,Capcom,Clover Studio,M
12177,Shin Chan: Las Nuevas Aventuras Para Wii!,Wii,2006.0,Action,505 Games,,
12178,Junior Classic Books & Fairytales,DS,2010.0,Misc,GSP,,
12179,Legends of Wrestling II,GBA,2002.0,Fighting,Acclaim Entertainment,Powerhead Games,E
12180,Fatal Fury: Battle Archives Volume 2,PS2,2007.0,Fighting,SNK Playmore,SNK Playmore,T
12181,Mario Tennis,Wii,2010.0,Sports,Nintendo,Camelot Software Planning,E
12182,Jurassic Park: Operation Genesis,XB,2003.0,Simulation,Konami Digital Entertainment,Blue Tongue Entertainment,T
12183,FIFA Soccer 06,GBA,2005.0,Sports,Electronic Arts,Electronic Arts,E
12184,Freddi Fish: Kelp Seed Mystery,Wii,2008.0,Adventure,Majesco Entertainment,Humongous Entertainment,E
12185,RedCard 20-03,PS2,2002.0,Sports,Midway Games,Midway,E
12186,Brothers in Arms: Furious 4,PS3,2012.0,Shooter,Ubisoft,Gearbox Software,M
12187,Future Tactics: The Uprising,PS2,2004.0,Strategy,Crave Entertainment,Zed Two Limited,T
12188,Kanji Sonomama DS Rakubiki Jiten,DS,2006.0,Misc,Nintendo,,
12189,Driver: Parallel Lines,XB,2006.0,Racing,Atari,Reflections Interactive,M
12190,Hyperdimension Neptunia Victory,PSV,2014.0,Role-Playing,Compile Heart,,
12191,everGirl,GBA,2005.0,Adventure,THQ,,
12192,Heroes Phantasia,PSP,2012.0,Role-Playing,Namco Bandai Games,,
12193,Top Gun,PS3,2011.0,Simulation,505 Games,Doublesix,T
12194,Batman: Rise of Sin Tzu,GBA,2003.0,Action,Ubisoft,Ubisoft,E
12195,Chuugaku Eitango Target 1800 DS,DS,2006.0,Misc,IE Institute,,
12196,Sherlock Holmes: Crimes & Punishments,PS3,2014.0,Adventure,Focus Home Interactive,,
12197,Basketball Hall of Fame Ultimate Hoops Challenge,Wii,2010.0,Sports,Zoo Games,Collision Studios,E
12198,Dragon Ball Z: Battle of Z,X360,2014.0,Fighting,Namco Bandai Games,Artdink,T
12199,World Racing,XB,2003.0,Racing,TDK Mediactive,Synetic,E
12200,Resident Evil 5,PC,2009.0,Action,Capcom,Capcom,M
12201,X-Men: The Official Game,GBA,2006.0,Action,Activision,WayForward,E10+
12202,Disney's Party,GBA,2003.0,Misc,Hudson Entertainment,Jupiter Multimedia,E
12203,Generator Rex: Agent of Providence,DS,2011.0,Action,Activision,Virtuos,E10+
12204,Storybook Workshop,Wii,2009.0,Misc,Konami Digital Entertainment,Konami,E
12205,Command & Conquer 3: Tiberium Wars,PC,2007.0,Strategy,Electronic Arts,,
12206,Card Games,PS,2000.0,Misc,D3Publisher,,
12207,Tropix,DS,2008.0,Puzzle,Capcom,,
12208,Mega Man: Battle & Chase,PS,1997.0,Racing,Capcom,,
12209,Winning Post 7 2010,PS3,2010.0,Sports,Tecmo Koei,,
12210,Build-A-Bear Workshop: Friendship Valley,Wii,,Misc,Unknown,Neko Entertainment,E
12211,Pipe Mania,PSP,2008.0,Puzzle,Empire Interactive,Empire Interactive,E
12212,Daniel X: The Ultimate Power,DS,2010.0,Action,THQ,Griptonite Games,E10+
12213,Destrega,PS,1998.0,Fighting,Sony Computer Entertainment,,
12214,Fantasy Aquarium World,Wii,2009.0,Simulation,Destineer,Coresoft,E
12215,Nobunaga no Yabou: Tendou with Power-Up Kit,PS3,2011.0,Strategy,Tecmo Koei,,
12216,The Final Round,PS,1996.0,Sports,Konami Digital Entertainment,,
12217,MAPLUS: Portable Navi,PSP,2006.0,Misc,Edia,,
12218,Rayman Arena,XB,,Racing,Unknown,Ubisoft,E
12219,Order Up!!,PS3,2011.0,Action,Funbox Media,,
12220,Reader Rabbit 1st Grade,Wii,2010.0,Misc,Graffiti,Graffiti Entertainment,E
12221,The King of Fighters 02/03,PS2,2005.0,Fighting,SNK,SNK Playmore,T
12222,Port Royale 3,X360,,Simulation,Kalypso Media,Kalypso,T
12223,Army Men: Green Rogue,PS,2001.0,Action,3DO,,
12224,Centipede / Breakout / Warlords,GBA,2005.0,Misc,Zoo Digital Publishing,Epicenter Interactive,E
12225,Lucian Bee's: Justice Yellow / Evil Violet,PS2,2010.0,Adventure,5pb,,
12226,Sly 2: Band of Thieves,PS3,2010.0,Platform,Sony Computer Entertainment,Sanzaru Games,E
12227,Armored Core: Nine Breaker,PS2,2004.0,Simulation,505 Games,From Software,T
12228,Doraemon: Nobita no Shin Makai Daibouken DS,DS,2007.0,Role-Playing,Sega,,
12229,Terraria,PS4,2014.0,Action,505 Games,Engine Software,T
12230,Cabela's Big Game Hunter 2005 Adventures,GC,2004.0,Sports,Activision,MagicWand,T
12231,Worms 3D,GC,2003.0,Strategy,Sega,Team 17,T
12232,BlazBlue: Chrono Phantasma Extend,XOne,2015.0,Action,PQube,Arc System Works,T
12233,TRON: Evolution,PC,2010.0,Action,Disney Interactive Studios,Propaganda Games,T
12234,Pac-Man and the Ghostly Adventures 2,WiiU,2014.0,Adventure,Namco Bandai Games,Vicious Cycle,E10+
12235,Dark Souls,PC,2012.0,Role-Playing,Namco Bandai Games,,
12236,National Geographic Challenge!,X360,,Misc,Unknown,,
12237,Gambler Densetsu Tetsuya,PS2,2001.0,Adventure,Athena,,
12238,The Guided Fate Paradox,PS3,2013.0,Role-Playing,Nippon Ichi Software,Nippon Ichi Software,T
12239,Mayhem 3D,X360,2011.0,Racing,Evolved Games,Zoo Games,E10+
12240,Bleach: Hanatareshi Yabou,PS2,2006.0,Role-Playing,Sony Computer Entertainment,,
12241,Karaoke Revolution Party,XB,2005.0,Misc,Konami Digital Entertainment,Harmonix Music Systems,E10+
12242,Alex Rider: Stormbreaker,DS,,Action,THQ,Altron,T
12243,Yoake Yori Ruriiro na: Brighter than Dawning Blue,PS2,2006.0,Adventure,Aria,,
12244,Carol Vorderman's Sudoku,PSP,2006.0,Puzzle,Xplosiv,Empire Interactive,E
12245,Pandemonium 2,PS,1997.0,Platform,BMG Interactive Entertainment,,
12246,Gundam Try Age SP,3DS,2014.0,Strategy,Namco Bandai Games,,
12247,WipEout HD Fury,PS3,2009.0,Racing,Sony Computer Entertainment,Studio Liverpool,E10+
12248,Fallout: Brotherhood of Steel,PS2,2004.0,Role-Playing,Avalon Interactive,Interplay,M
12249,Dreamer Series: Pop Star,DS,2009.0,Misc,Tivola,Dreamcatcher,E
12250,Penguins of Madagascar,3DS,2014.0,Action,Namco Bandai Games,Little Orbit,E
12251,12-Sai. Honto no Kimochi,3DS,2014.0,Adventure,Happinet,,
12252,Parlor! Mini 2,SNES,1996.0,Misc,Nippon Telenet,,
12253,"Flower, Sun, and Rain",DS,2008.0,Adventure,Rising Star Games,h.a.n.d. Inc.,T
12254,Gunstar Super Heroes,GBA,2005.0,Shooter,Sega,Treasure,E10+
12255,C: The Contra Adventure,PS,1998.0,Shooter,Konami Digital Entertainment,,
12256,Interactive Storybook DS Series 1,DS,2007.0,Misc,Tommo,Starfish SD,E
12257,Frogger Advance: The Great Quest,GBA,2002.0,Action,Konami Digital Entertainment,KCEA,E
12258,Cities XL 2012,PC,2011.0,Strategy,Focus Home Interactive,Monte Cristo Multimedia,E
12259,Worms Forts: Under Siege,XB,2004.0,Strategy,Sega,Team 17,T
12260,Dream C Club,X360,2009.0,Simulation,D3Publisher,,
12261,Pocky & Rocky with Becky,GBA,2001.0,Shooter,Altron,,
12262,The Tale of Despereaux,DS,2008.0,Platform,Brash Entertainment,Brash Entertainment,E
12263,Jam Sessions 2,DS,2009.0,Misc,Ubisoft,Plato,E10+
12264,Full Spectrum Warrior: Ten Hammers,PS2,2006.0,Strategy,THQ,Pandemic Studios,M
12265,Streets of Rage 3,GEN,1993.0,Action,Sega,,
12266,Just Dance: Disney Party 2,X360,2015.0,Action,Ubisoft,Ubisoft,E
12267,Natural Doctrine,PSV,2014.0,Role-Playing,Nippon Ichi Software,Kadokawa,M
12268,Hasbro Family Game Night Fun Pack,X360,2011.0,Misc,Electronic Arts,Electronic Arts,E
12269,Pro Yaky? Spirits 4,PS3,2007.0,Sports,Konami Digital Entertainment,,
12270,Prince of Persia: The Fallen King,DS,2008.0,Action,Ubisoft,Ubisoft,E
12271,My Horse & Me: Riding for Gold,DS,2008.0,Sports,Atari,,
12272,Speed Racer,PS,1996.0,Racing,Tomy Corporation,,
12273,NHL Hitz Pro,XB,2003.0,Sports,Midway Games,Next Level Games,E
12274,Cardfight!! Vanguard: Lock On Victory!!,3DS,2014.0,Misc,FuRyu,,
12275,Broken Sword 5: The Serpent's Curse,PS4,2015.0,Adventure,Revolution Software,Revolution Software,T
12276,Alan Wake,PC,2012.0,Action,Nordic Games,Remedy Entertainment,T
12277,Atelier Meruru: Alchemist of Arland 3,PSV,2013.0,Role-Playing,Gust,,
12278,Hot Wheels: Burnin' Rubber,GBA,2001.0,Racing,THQ,Altron,E
12279,Lost in Blue 2,DS,2007.0,Adventure,Konami Digital Entertainment,Matrix Software,E10+
12280,Ojyousama Express,PS,1998.0,Strategy,Media Works,,
12281,Risen 3: Titan Lords,X360,2014.0,Role-Playing,Deep Silver,Piranha Bytes,M
12282,Steambot Chronicles: Battle Tournament,PSP,2008.0,Fighting,Irem Software Engineering,Irem,E10+
12283,Wings of War,XB,2004.0,Simulation,Take-Two Interactive,Silver Wish Games,T
12284,187: Ride or Die,XB,2005.0,Racing,Ubisoft,Ubisoft Paris,M
12285,RPG Maker 3,PS2,2004.0,Role-Playing,Enterbrain,Runtime,E10+
12286,Zatch Bell! Mamodo Battles,GC,2005.0,Fighting,Namco Bandai Games,,
12287,Genkai Tokki Monster Monpiece,PSV,2013.0,Strategy,Idea Factory,,
12288,Desert Strike Advance,GBA,2002.0,Simulation,Electronic Arts,BudCat,E
12289,Kabuki Warriors,XB,2001.0,Action,Genki,Light Weight,M
12290,Discworld,PS,1994.0,Adventure,Psygnosis,,
12291,Motion Explosion!,X360,2011.0,Misc,505 Games,,
12292,World Poker Tour,XB,2005.0,Misc,Take-Two Interactive,2K Sports,T
12293,Age of Empires III: The Asian Dynasties,PC,2007.0,Strategy,Microsoft Game Studios,Big Huge Games,T
12294,Elite Forces: Unit 77,DS,2009.0,Strategy,Deep Silver,Gammick Entertainment,T
12295,IL-2 Sturmovik: Birds of Prey,DS,2009.0,Simulation,505 Games,DiP Interactive,E10+
12296,Moshi Monsters: Katsuma Unleashed,3DS,2013.0,Action,Activision,Black Lantern Studios,E
12297,Pirates: The Legend of Black Kat,XB,2002.0,Adventure,Electronic Arts,Westwood Studios,T
12298,July,DC,1998.0,Adventure,Fortyfive,,
12299,Crime Lab: Body of Evidence,DS,2010.0,Adventure,City Interactive,City Interactive,T
12300,Disney's Chicken Little: Ace In Action,DS,2006.0,Shooter,Disney Interactive Studios,DC Studios,E
12301,ESPN Winter X-Games: Snowboarding 2002,GBA,2000.0,Sports,Konami Digital Entertainment,,
12302,Bleach: Versus Crusade,Wii,2008.0,Fighting,Sega,,
12303,Kanon,DC,2000.0,Adventure,NEC Interchannel,,
12304,NanoBreaker,PS2,2005.0,Action,Konami Digital Entertainment,KCET,M
12305,You Don't Know Jack,DS,2011.0,Misc,THQ,Jellyvision,T
12306,Bionicle,XB,2003.0,Action,Electronic Arts,Argonaut Games,E
12307,GRID 2,PC,2013.0,Racing,Codemasters,Codemasters,E
12308,Cabela's Trophy Bucks,Wii,2008.0,Sports,Activision Value,FUN Labs,T
12309,Cosmos Chaos!,DS,2010.0,Misc,Mentor Interactive,,
12310,Guitar Freaks 3rdMIX & DrumMania 2ndMIX,PS2,2000.0,Simulation,Konami Digital Entertainment,,
12311,Taiko no Tatsujin: Atsumete Tomodachi Daisakusen!,WiiU,2015.0,Misc,Namco Bandai Games,,
12312,Criminal Girls: Invite Only,PSV,2013.0,Role-Playing,Nippon Ichi Software,"Image Epoch, Imageepoch",M
12313,Miami Vice: The Game,PSP,2006.0,Shooter,Activision,Rebellion,M
12314,Samurai Warriors Chronicles 3,PSV,2014.0,Action,Tecmo Koei,Omega Force,T
12315,BMX XXX,GC,2002.0,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",M
12316,Disney's Magical Quest 2 Starring Mickey and Minnie,GBA,2003.0,Action,Capcom,Klein Computer Entertainment,E
12317,Bullet Girls,PSV,2014.0,Action,D3Publisher,,
12318,One Piece: Unlimited World Red,WiiU,2014.0,Action,Namco Bandai Games,Ganbarion,T
12319,Aggressive Inline,XB,2002.0,Sports,Acclaim Entertainment,"Z-Axis, Ltd.",T
12320,Ikki Tousen: Xross Impact,PSP,2010.0,Action,Marvelous Interactive,,
12321,Smart Boy's Toys Club,DS,2008.0,Misc,505 Games,Starfish,E
12322,Insecticide,DS,2008.0,Action,Gamecock,Creat Studios,E10+
12323,Super Mahjong 2: Honkaku 4Jin Uchi,SNES,1993.0,Misc,Imax,,
12324,XGRA: Extreme G Racing Association,PS2,2003.0,Racing,Acclaim Entertainment,Acclaim Studios Cheltenham,T
12325,Mitsukete! Keroro Gunsou: Machigai Sagashi Daisakusen de Arimasu!,DS,2007.0,Action,Namco Bandai Games,,
12326,Family Trainer: Treasure Adventure,Wii,2010.0,Sports,Namco Bandai Games,Namco Bandai Games,
12327,Pop'n Music Portable 2,PSP,2011.0,Misc,Konami Digital Entertainment,,
12328,Kamen Rider: Dragon Knight,Wii,2009.0,Fighting,D3Publisher,Eighting,T
12329,Darksiders II,XOne,2015.0,Action,Nordic Games,,
12330,Ys vs. Sora no Kiseki: Alternative Saga,PSP,2010.0,Fighting,Falcom Corporation,,
12331,Naruto: Ultimate Ninja Heroes (JP sales),PSP,2006.0,Fighting,Namco Bandai Games,,
12332,Akagawa Jirou Mystery: Yasoukyoku - Hon ni Manekareta Satsujin,DS,2008.0,Adventure,Marvelous Interactive,,
12333,Ray Tracers,PS,1997.0,Racing,Sony Computer Entertainment,,
12334,Mario vs. Donkey Kong: Tipping Stars,3DS,2015.0,Puzzle,Nintendo,"Nintendo, Nintendo Software Technology",E
12335,Tournament of Legends,Wii,2010.0,Fighting,Sega,High Voltage Software,T
12336,Frogger: Helmet Chaos,DS,2005.0,Platform,Konami Digital Entertainment,Konami Computer Entertainment Hawaii,E
12337,Escape from Bug Island,Wii,2006.0,Action,Eidos Interactive,Spike,M
12338,Nicola Kanshuu: Model * Oshare Audition,DS,2010.0,Misc,Alchemist,,
12339,Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 14: CR Shinseiki Evangelion: Saigo no Mono,PS2,2009.0,Misc,D3Publisher,,
12340,Cold Stone Creamery: Scoop It Up,Wii,2009.0,Misc,Zoo Games,Zoo Games,E
12341,My Pet Shop,DS,2008.0,Simulation,Square Enix,Taito Corporation,E
12342,James Bond 007: Blood Stone,DS,2010.0,Shooter,Activision,n-Space,T
12343,Kururin Paradise,GBA,2002.0,Puzzle,Unknown,,
12344,Gradius Collection,PSP,2006.0,Shooter,Konami Digital Entertainment,M2,E
12345,Kiniro no Corda 2,PS2,2007.0,Role-Playing,Tecmo Koei,,
12346,Dynasty Warriors Vs,3DS,2012.0,Action,Ackkstudios,Koei,
12347,Fist of the North Star: Ken's Rage 2,X360,2012.0,Fighting,Tecmo Koei,Koei,M
12348,Gallop Racer 2004,PS2,2004.0,Sports,Zoo Digital Publishing,Tecmo,E
12349,Sunrise Eiyuutan R,PS2,2000.0,Role-Playing,Sunrise Interactive,,
12350,Rayman: Hoodlum's Revenge,GBA,2005.0,Platform,Ubisoft,Backbone Entertainment,E
12351,Mobile Suit Gundam Seed: Never Ending Tomorrow,PS2,2004.0,Shooter,Namco Bandai Games,Bec,T
12352,F1 2001,XB,2001.0,Racing,Electronic Arts,EA Sports,E
12353,Utawarerumono: Futari no Hakuoro,PSV,2016.0,Misc,Aqua Plus,,
12354,Fishing Master (jp sales),Wii,2007.0,Sports,Konami Digital Entertainment,,
12355,OK! Puzzle Stars,DS,2010.0,Puzzle,Ubisoft,,
12356,Zill O'll Infinite Plus,PSP,2009.0,Role-Playing,Tecmo Koei,,
12357,Tonka Rescue Patrol,GC,2003.0,Action,TDK Mediactive,,
12358,GunGriffon II,SAT,1998.0,Simulation,ESP,,
12359,Crimson Gem Saga,PSP,2008.0,Role-Playing,Sega,"IronNos Co.,Ltd.",T
12360,Monster Tale,DS,2011.0,Platform,Majesco Entertainment,DreamRift,E
12361,Legend of the Dragon,Wii,2007.0,Fighting,Game Factory,Neko Entertainment,T
12362,Cel Damage,GC,2002.0,Racing,Electronic Arts,Pseudo Interactive,T
12363,Backyard Hockey,DS,2007.0,Sports,Atari,Mistic Software,E
12364,Famicom Mini: Balloon Fight,GBA,2004.0,Action,Nintendo,,
12365,Steins;Gate: Senkei Kousoku no Phonogram,PS3,2013.0,Adventure,5pb,,
12366,Seaman 2: Peking Genjin Ikusei Kit,PS2,2007.0,Simulation,Sega,,
12367,Chou Gekijouban Keroro Gunsou 3: Tenkuu Daibouken de Arimasu!,DS,2008.0,Action,Namco Bandai Games,,
12368,Sprung - A Game Where Everyone Scores,DS,2004.0,Adventure,Ubisoft,,
12369,Mirror's Edge Catalyst,PC,2016.0,Platform,Electronic Arts,EA DICE,T
12370,The Pinball of the Dead,GBA,2002.0,Misc,Sega,Sega,T
12371,Growlanser IV: Over Reloaded,PSP,2011.0,Role-Playing,Atlus,,
12372,Arc the Lad: End of Darkness,PS2,2004.0,Role-Playing,Sony Computer Entertainment,Cattle Call,T
12373,The King of Route 66,PS2,2003.0,Racing,Sega,Sega,T
12374,Tom Clancy's Splinter Cell: Pandora Tomorrow,GBA,2004.0,Action,Ubisoft,Ubisoft,T
12375,Western Riding Academy,DS,2010.0,Simulation,Destineer,Snapdragon,E
12376,Bubble Bobble also featuring Rainbow Islands,PS,1995.0,Puzzle,Acclaim Entertainment,,
12377,Intellivision Lives!,GC,2004.0,Misc,Crave Entertainment,,
12378,Tokobot,PSP,2005.0,Platform,Take-Two Interactive,Tecmo,E
12379,Monster Madness: Grave Danger,PS3,2008.0,Shooter,SouthPeak Games,Psyonix,T
12380,Panzer Tactics,DS,2007.0,Strategy,10TACLE Studios,,
12381,Pro Yaky? Spirits 2013,PSV,2013.0,Sports,Konami Digital Entertainment,,
12382,Robotica,SAT,1994.0,Shooter,Sega,,
12383,Super Robot Wars OG: The Moon Dwellers,PS3,2016.0,Misc,Namco Bandai Games,,
12384,Deathrow: Underground Team Combat,XB,2002.0,Sports,Ubisoft,,
12385,The Amazing Spider-Man 2 (2014),3DS,2014.0,Action,Activision,,
12386,Paws & Claws: Marine Rescue,DS,2011.0,Simulation,THQ,,
12387,Land of the Dead: Road to Fiddler's Green,XB,2005.0,Shooter,Groove Games,Brainbox Games,M
12388,Odin Sphere: Leifthrasir,PS3,2016.0,Role-Playing,Nippon Ichi Software,Vanillaware,T
12389,R-Types,PS,1998.0,Shooter,Virgin Interactive,,
12390,Star Fighter,PS,1995.0,Shooter,Telstar,,
12391,Game Center CX: 3-Choume no Arino,3DS,2014.0,Action,Namco Bandai Games,,
12392,Assetto Corsa,PS4,2016.0,Racing,505 Games,Kunos Simulazioni,E
12393,NHL 2K9,Wii,2008.0,Sports,Take-Two Interactive,Visual Concepts,E10+
12394,Kuukan * Zukei: Hirameki Training - KuuTore,DS,2008.0,Misc,Benesse,,
12395,Osu! Tatakae! Ouendan,DS,2005.0,Misc,Nintendo,,
12396,Dissidia: Final Fantasy Universal Tuning,PSP,2009.0,Fighting,Square Enix,,
12397,Fast Food Panic,Wii,2009.0,Simulation,Nobilis,MBA International,E
12398,"Warhammer 40,000: Squad Command",DS,2007.0,Strategy,THQ,THQ,T
12399,Johnny Test,DS,2011.0,Platform,505 Games,"505 Games, Sarbakan Inc.",E
12400,One Piece: Burning Blood,XOne,2016.0,Fighting,Namco Bandai Games,Spike Chunsoft,T
12401,TrackMania Turbo,XOne,2016.0,Action,Ubisoft,Nadeo,E
12402,Pro Evolution Soccer 2015,PC,2014.0,Sports,Konami Digital Entertainment,Konami,
12403,Jewels of the Ages,DS,2011.0,Puzzle,City Interactive,City Interactive,E
12404,Meitantei Conan: Aoki Houseki no Rinbukyoku,DS,2011.0,Adventure,Namco Bandai Games,,
12405,The Legend of Heroes: Trails in the Sky Second Chapter,PSP,2007.0,Role-Playing,Falcom Corporation,,
12406,Zero Escape: Zero Time Dilemma,PSV,2016.0,Adventure,Aksys Games,"Spike Chunsoft, Chime",M
12407,Bionicle Heroes,DS,2006.0,Shooter,Eidos Interactive,Amaze Entertainment,T
12408,Mystic Heroes,PS2,2002.0,Action,Tecmo Koei,Koei,T
12409,Tron 2.0: Killer App,GBA,2004.0,Action,Disney Interactive Studios,Digital Eclipse,E
12410,Jurassic Park III: Park Builder,GBA,2001.0,Simulation,Konami Digital Entertainment,Konami,E
12411,Unchained Blades ,PSP,2011.0,Role-Playing,FuRyu,FuRyu,T
12412,NHL Legacy,X360,2015.0,Action,Electronic Arts,,
12413,Rurouni Kenshin: Meiji Kenkaku Romantan Saisen,PSP,2011.0,Fighting,Namco Bandai Games,,
12414,Santa Claus Is Comin' to Town!,DS,2011.0,Puzzle,Crave Entertainment,,
12415,Disney Infinity 2.0: Marvel Super Heroes,PSV,2015.0,Action,Disney Interactive Studios,,
12416,Octomania,Wii,2007.0,Puzzle,Midas Interactive Entertainment,Compile Heart,E
12417,Godzilla (2014),PS3,2014.0,Action,Namco Bandai Games,,
12418,Code Geass: Hangyaku no Lelouch - Lost Colors,PS2,2008.0,Adventure,Namco Bandai Games,,
